남은 시간,학습 진도율,구분,가중치,우선순위 점수
2754,298,31,교양,1.0,6.9034
2755,189,77,전공,1.5,3.4579
2756,272,45,일반,0.5,2.7518
2757,303,27,교양,1.0,7.3033
2758,173,89,전공,1.5,1.6587
2759,24,4,전공,1.5,14.4625
2760,94,68,일반,0.5,1.6053
2761,66,53,일반,0.5,2.3576
2762,284,75,전공,1.5,3.7553
2763,132,55,교양,1.0,4.5076
2764,205,20,일반,0.5,4.0024
2765,139,6,전공,1.5,14.1108
2766,83,4,일반,0.5,4.806
2767,307,74,전공,1.5,3.9049
2768,282,93,교양,1.0,0.7035
2769,174,88,교양,1.0,1.2057
2770,178,17,교양,1.0,8.3056
2771,118,36,일반,0.5,3.2042
2772,156,53,교양,1.0,4.7064
2773,98,6,전공,1.5,14.1153
2774,68,59,전공,1.5,6.1721
2775,289,40,전공,1.5,9.0052
2776,183,34,일반,0.5,3.3027
2777,246,24,일반,0.5,3.802
2778,152,8,교양,1.0,9.2066
2779,170,59,교양,1.0,4.1059
2780,184,94,일반,0.5,0.3027
2781,110,34,일반,0.5,3.3045
2782,73,12,일반,0.5,4.4068
2783,218,23,교양,1.0,7.7046
2784,143,18,일반,0.5,4.1035
2785,214,36,교양,1.0,6.4047
2786,194,12,전공,1.5,13.2077
2787,242,10,교양,1.0,9.0041
2788,251,99,전공,1.5,0.156
2789,217,97,교양,1.0,0.3046
2790,314,65,전공,1.5,5.2548
2791,258,41,교양,1.0,5.9039
2792,319,95,일반,0.5,0.2516
2793,222,72,일반,0.5,1.4023
2794,211,14,일반,0.5,4.3024
2795,39,19,전공,1.5,12.1885
2796,112,27,일반,0.5,3.6545
2797,133,16,전공,1.5,12.6113
2798,275,3,교양,1.0,9.7036
2799,327,22,전공,1.5,11.7046
2800,297,63,교양,1.0,3.7034
2801,164,59,일반,0.5,2.053
2802,280,48,교양,1.0,5.2036
2803,209,31,전공,1.5,10.3572
2804,233,70,일반,0.5,1.5021
2805,129,55,전공,1.5,6.7616
2806,240,94,교양,1.0,0.6042
2807,50,14,일반,0.5,4.31
2808,16,69,전공,1.5,4.7437
2809,170,58,일반,0.5,2.1029
2810,319,70,교양,1.0,3.0031
2811,315,82,일반,0.5,0.9016
2812,38,45,교양,1.0,5.5263
2813,58,87,전공,1.5,1.9759
2814,6,35,전공,1.5,9.9996
2815,5,99,전공,1.5,0.4494
2816,170,99,전공,1.5,0.1588
2817,273,72,교양,1.0,2.8037
2818,57,44,교양,1.0,5.6175
2819,13,79,교양,1.0,2.1769
2820,79,54,일반,0.5,2.3063
2821,227,86,전공,1.5,2.1066
2822,171,74,교양,1.0,2.6058
2823,186,57,일반,0.5,2.1527
2824,189,52,전공,1.5,7.2079
2825,259,17,전공,1.5,12.4558
2826,43,29,일반,0.5,3.5616
2827,282,54,전공,1.5,6.9053
2828,320,9,전공,1.5,13.6547
2829,85,20,전공,1.5,12.0176
2830,296,22,일반,0.5,3.9017
2831,306,36,일반,0.5,3.2016
2832,176,36,전공,1.5,9.6085
2833,300,95,교양,1.0,0.5033
2834,33,47,일반,0.5,2.6651
2835,300,79,일반,0.5,1.0517
2836,282,66,일반,0.5,1.7018
2837,221,23,교양,1.0,7.7045
2838,136,47,일반,0.5,2.6537
2839,288,21,교양,1.0,7.9035
2840,118,99,일반,0.5,0.0542
2841,309,52,교양,1.0,4.8032
2842,191,79,전공,1.5,3.1579
2843,280,18,전공,1.5,12.3054
2844,251,71,전공,1.5,4.356
2845,258,13,전공,1.5,13.0558
2846,289,93,교양,1.0,0.7035
2847,25,47,일반,0.5,2.67
2848,115,76,교양,1.0,2.4087
2849,169,32,전공,1.5,10.2089
2850,45,63,일반,0.5,1.8611
2851,7,82,전공,1.5,2.914
2852,105,18,교양,1.0,8.2095
2853,16,31,교양,1.0,6.9625
2854,197,87,일반,0.5,0.6525
2855,312,24,교양,1.0,7.6032
2856,218,74,교양,1.0,2.6046
2857,326,34,일반,0.5,3.3015
2858,259,86,일반,0.5,0.7019
2859,218,77,일반,0.5,1.1523
2860,148,4,전공,1.5,14.4101
2861,191,30,교양,1.0,7.0052
2862,144,25,교양,1.0,7.5069
2863,3,16,교양,1.0,8.7322
2864,224,62,교양,1.0,3.8045
2865,213,5,일반,0.5,4.7523
2866,153,80,교양,1.0,2.0065
2867,274,85,일반,0.5,0.7518
2868,303,92,전공,1.5,1.205
2869,140,91,일반,0.5,0.4536
2870,139,22,교양,1.0,7.8072
2871,87,88,전공,1.5,1.8172
2872,286,53,전공,1.5,7.0552
2873,265,15,일반,0.5,4.2519
2874,111,93,전공,1.5,1.0635
2875,38,13,교양,1.0,8.7263
2876,5,37,전공,1.5,9.7494
2877,309,43,교양,1.0,5.7032
2878,106,61,일반,0.5,1.9547
2879,230,22,교양,1.0,7.8043
2880,257,98,일반,0.5,0.1019
2881,3,44,교양,1.0,5.9322
2882,266,56,전공,1.5,6.6056
2883,311,90,일반,0.5,0.5016
2884,308,7,전공,1.5,13.9549
2885,119,72,일반,0.5,1.4042
2886,4,17,교양,1.0,8.5494
2887,192,30,전공,1.5,10.5078
2888,301,79,교양,1.0,2.1033
2889,324,88,전공,1.5,1.8046
2890,161,19,교양,1.0,8.1062
2891,232,13,전공,1.5,13.0565
2892,1,59,전공,1.5,7.6351
2893,192,20,전공,1.5,12.0078
2894,155,41,전공,1.5,8.8597
2895,334,90,교양,1.0,1.003
2896,151,57,일반,0.5,2.1533
2897,62,16,일반,0.5,4.2081
2898,42,33,일반,0.5,3.3619
2899,185,94,일반,0.5,0.3027
2900,193,22,전공,1.5,11.7078
2901,247,22,일반,0.5,3.902
2902,279,1,교양,1.0,9.9036
2903,82,31,교양,1.0,6.9122
2904,155,58,전공,1.5,6.3097
2905,149,68,전공,1.5,4.8101
2906,185,75,일반,0.5,1.2527
2907,152,17,전공,1.5,12.4599
2908,244,95,일반,0.5,0.252
2909,281,66,교양,1.0,3.4036
2910,129,31,전공,1.5,10.3616
2911,28,49,교양,1.0,5.1357
2912,236,56,전공,1.5,6.6064
2913,12,68,전공,1.5,4.9249
2914,221,91,일반,0.5,0.4523
2915,309,84,교양,1.0,1.6032
2916,115,91,전공,1.5,1.363
2917,304,58,일반,0.5,2.1016
2918,252,86,교양,1.0,1.404
2919,289,18,일반,0.5,4.1017
2920,84,56,일반,0.5,2.206
2921,185,89,일반,0.5,0.5527
2922,125,63,일반,0.5,1.854
2923,222,73,전공,1.5,4.0568
2924,262,52,교양,1.0,4.8038
2925,141,28,전공,1.5,10.8106
2926,109,3,교양,1.0,9.7092
2927,267,47,일반,0.5,2.6519
2928,29,52,교양,1.0,4.8345
2929,26,48,일반,0.5,2.6192
2930,155,3,전공,1.5,14.5597
2931,33,46,일반,0.5,2.7151
2932,179,41,일반,0.5,2.9528
2933,146,6,일반,0.5,4.7034
2934,113,15,일반,0.5,4.2544
2935,32,34,교양,1.0,6.6312
2936,76,21,교양,1.0,7.9132
2937,325,80,전공,1.5,3.0046
2938,262,9,전공,1.5,13.6557
2939,244,71,교양,1.0,2.9041
2940,48,5,전공,1.5,14.2812
2941,4,30,일반,0.5,3.6247
2942,124,2,교양,1.0,9.8081
2943,41,34,일반,0.5,3.3122
2944,63,94,일반,0.5,0.3079
2945,205,79,전공,1.5,3.1573
2946,321,18,교양,1.0,8.2031
2947,164,85,일반,0.5,0.753
2948,285,63,전공,1.5,5.5553
2949,183,18,교양,1.0,8.2055
2950,138,46,일반,0.5,2.7036
2951,78,21,교양,1.0,7.9128
2952,137,29,일반,0.5,3.5536
2953,198,27,전공,1.5,10.9576
2954,4,94,전공,1.5,1.2741
2955,246,64,일반,0.5,1.802
2956,64,30,일반,0.5,3.5078
2957,78,64,교양,1.0,3.6128
2958,243,30,교양,1.0,7.0041
2959,199,27,전공,1.5,10.9575
2960,36,79,일반,0.5,1.0639
2961,229,90,일반,0.5,0.5022
2962,336,74,전공,1.5,3.9045
2963,290,26,교양,1.0,7.4034
2964,313,42,교양,1.0,5.8032
2965,319,96,일반,0.5,0.2016
2966,153,9,일반,0.5,4.5533
2967,208,56,일반,0.5,2.2024
2968,68,35,교양,1.0,6.5147
2969,76,25,전공,1.5,11.2697
2970,240,50,교양,1.0,5.0042
2971,188,66,일반,0.5,1.7027
2972,272,42,교양,1.0,5.8037
2973,274,50,일반,0.5,2.5018
2974,10,73,일반,0.5,1.4
2975,172,99,전공,1.5,0.1587
2976,102,38,일반,0.5,3.1049
2977,234,24,전공,1.5,11.4064
2978,308,56,전공,1.5,6.6049
2979,326,25,전공,1.5,11.2546
2980,165,17,교양,1.0,8.3061
2981,159,66,전공,1.5,5.1094
2982,220,91,교양,1.0,0.9045
2983,81,36,교양,1.0,6.4123
2984,180,46,교양,1.0,5.4056
2985,176,88,교양,1.0,1.2057
2986,81,98,일반,0.5,0.1062
2987,91,84,일반,0.5,0.8055
2988,121,67,교양,1.0,3.3083
2989,258,13,전공,1.5,13.0558
2990,327,90,교양,1.0,1.0031
2991,318,6,전공,1.5,14.1047
2992,125,49,교양,1.0,5.108
2993,19,23,교양,1.0,7.7526
2994,306,23,일반,0.5,3.8516
2995,309,81,교양,1.0,1.9032
2996,330,18,일반,0.5,4.1015
2997,303,69,교양,1.0,3.1033
2998,165,30,전공,1.5,10.5091
2999,120,6,전공,1.5,14.1125
3000,231,54,교양,1.0,4.6043
3001,76,84,일반,0.5,0.8066
3002,275,87,교양,1.0,1.3036
3003,165,9,교양,1.0,9.1061
3004,14,36,교양,1.0,6.4714
3005,324,65,전공,1.5,5.2546
3006,176,91,일반,0.5,0.4528
3007,148,100,교양,1.0,0.0068
3008,40,47,전공,1.5,7.9875
3009,280,1,일반,0.5,4.9518
3010,19,26,일반,0.5,3.7263
3011,112,12,전공,1.5,13.2134
3012,233,27,전공,1.5,10.9564
3013,198,62,일반,0.5,1.9025
3014,319,65,전공,1.5,5.2547
3015,119,63,일반,0.5,1.8542
3016,136,16,교양,1.0,8.4074
3017,67,75,전공,1.5,3.7724
3018,33,8,전공,1.5,13.8454
3019,248,10,전공,1.5,13.506
3020,152,30,일반,0.5,3.5033
3021,24,96,전공,1.5,0.6625
3022,145,29,교양,1.0,7.1069
3023,20,54,전공,1.5,6.975
3024,297,84,교양,1.0,1.6034
3025,234,39,일반,0.5,3.0521
3026,37,51,전공,1.5,7.3905
3027,298,98,전공,1.5,0.305
3028,182,61,전공,1.5,5.8582
3029,94,5,일반,0.5,4.7553
3030,331,64,전공,1.5,5.4045
3031,335,0,전공,1.5,15.0045
3032,263,8,일반,0.5,4.6019
3033,42,14,교양,1.0,8.6238
3034,111,55,교양,1.0,4.509
3035,156,56,일반,0.5,2.2032
3036,153,56,전공,1.5,6.6098
3037,114,75,교양,1.0,2.5088
3038,45,77,전공,1.5,3.4833
3039,137,89,일반,0.5,0.5536
3040,327,32,교양,1.0,6.8031
3041,86,93,일반,0.5,0.3558
3042,82,71,전공,1.5,4.3683
3043,184,32,교양,1.0,6.8054
3044,71,47,교양,1.0,5.3141
3045,126,19,일반,0.5,4.054
3046,51,59,전공,1.5,6.1794
3047,34,43,일반,0.5,2.8647
3048,262,75,일반,0.5,1.2519
3049,158,83,교양,1.0,1.7063
3050,172,19,전공,1.5,12.1587
3051,193,28,교양,1.0,7.2052
3052,182,28,교양,1.0,7.2055
3053,320,88,전공,1.5,1.8047
3054,298,28,전공,1.5,10.805
3055,257,13,일반,0.5,4.3519
3056,34,20,일반,0.5,4.0147
3057,221,36,교양,1.0,6.4045
3058,250,27,교양,1.0,7.304
3059,30,2,일반,0.5,4.9167
3060,98,15,전공,1.5,12.7653
3061,189,3,일반,0.5,4.8526
3062,111,20,일반,0.5,4.0045
3063,325,30,전공,1.5,10.5046
3064,279,47,교양,1.0,5.3036
3065,160,78,교양,1.0,2.2062
3066,169,14,교양,1.0,8.6059
3067,72,18,교양,1.0,8.2139
3068,231,63,일반,0.5,1.8522
3069,121,18,일반,0.5,4.1041
3070,235,38,교양,1.0,6.2043
3071,313,21,일반,0.5,3.9516
3072,256,90,일반,0.5,0.502
3073,49,71,교양,1.0,2.9204
3074,275,76,전공,1.5,3.6055
3075,294,26,교양,1.0,7.4034
3076,180,22,전공,1.5,11.7083
3077,62,12,일반,0.5,4.4081
3078,250,8,교양,1.0,9.204
3079,239,9,전공,1.5,13.6563
3080,272,96,일반,0.5,0.2018
3081,68,51,전공,1.5,7.3721
3082,18,75,교양,1.0,2.5555
3083,266,44,일반,0.5,2.8019
3084,123,1,일반,0.5,4.9541
3085,238,44,일반,0.5,2.8021
3086,256,93,전공,1.5,1.0559
3087,196,39,교양,1.0,6.1051
3088,1,96,전공,1.5,2.0851
3089,93,16,전공,1.5,12.6161
3090,77,44,일반,0.5,2.8065
3091,43,5,전공,1.5,14.2849
3092,264,53,전공,1.5,7.0557
3093,52,49,일반,0.5,2.5596
3094,137,18,전공,1.5,12.3109
3095,214,96,일반,0.5,0.2023
3096,174,69,교양,1.0,3.1057
3097,209,81,교양,1.0,1.9048
3098,201,98,일반,0.5,0.1025
3099,116,47,교양,1.0,5.3086
3100,153,58,일반,0.5,2.1033
3101,5,42,일반,0.5,2.9998
3102,214,11,전공,1.5,13.357
3103,298,6,전공,1.5,14.105
3104,59,100,일반,0.5,0.0085
3105,243,25,전공,1.5,11.2562
3106,34,7,교양,1.0,9.3294
3107,94,93,일반,0.5,0.3553
3108,268,32,전공,1.5,10.2056
3109,225,65,교양,1.0,3.5044
3110,43,94,전공,1.5,0.9349
3111,69,66,일반,0.5,1.7072
3112,209,70,일반,0.5,1.5024
3113,9,38,일반,0.5,3.1555
3114,76,35,전공,1.5,9.7697
3115,127,35,일반,0.5,3.2539
3116,188,41,전공,1.5,8.858
3117,123,92,전공,1.5,1.2122
3118,151,22,교양,1.0,7.8066
3119,229,16,일반,0.5,4.2022
3120,285,37,일반,0.5,3.1518
3121,329,62,전공,1.5,5.7046
3122,200,71,일반,0.5,1.4525
3123,180,76,교양,1.0,2.4056
3124,180,42,전공,1.5,8.7083
3125,125,74,교양,1.0,2.608
3126,104,100,전공,1.5,0.0144
3127,110,20,일반,0.5,4.0045
3128,15,87,일반,0.5,0.6833
3129,259,34,전공,1.5,9.9058
3130,36,56,전공,1.5,6.6417
3131,101,17,전공,1.5,12.4649
3132,66,12,교양,1.0,8.8151
3133,171,26,교양,1.0,7.4058
3134,227,6,교양,1.0,9.4044
3135,125,20,전공,1.5,12.012
3136,219,39,전공,1.5,9.1568
3137,165,88,일반,0.5,0.603
3138,109,47,교양,1.0,5.3092
3139,230,95,교양,1.0,0.5043
3140,13,92,일반,0.5,0.4384
3141,223,35,일반,0.5,3.2522
3142,229,10,전공,1.5,13.5065
3143,269,85,교양,1.0,1.5037
3144,138,65,교양,1.0,3.5072
3145,37,91,교양,1.0,0.927
3146,272,37,교양,1.0,6.3037
3147,207,34,전공,1.5,9.9072
3148,233,61,교양,1.0,3.9043
3149,205,86,교양,1.0,1.4049
3150,261,9,일반,0.5,4.5519
3151,76,64,일반,0.5,1.8066
3152,276,25,전공,1.5,11.2554
3153,202,82,전공,1.5,2.7074
3154,262,69,교양,1.0,3.1038
3155,317,43,교양,1.0,5.7032
3156,138,54,전공,1.5,6.9109
3157,268,24,교양,1.0,7.6037
3158,135,51,일반,0.5,2.4537
3159,112,3,전공,1.5,14.5634
3160,24,21,전공,1.5,11.9125
3161,168,0,일반,0.5,5.003
3162,244,51,교양,1.0,4.9041
3163,136,61,일반,0.5,1.9537
3164,16,86,교양,1.0,1.4625
3165,319,85,일반,0.5,0.7516
3166,197,52,교양,1.0,4.8051
3167,118,65,일반,0.5,1.7542
3168,77,23,교양,1.0,7.713
3169,110,12,전공,1.5,13.2136
3170,243,67,일반,0.5,1.6521
3171,203,66,전공,1.5,5.1074
3172,166,21,전공,1.5,11.859
3173,118,59,일반,0.5,2.0542
3174,1,11,전공,1.5,14.8351
3175,265,3,교양,1.0,9.7038
3176,324,76,전공,1.5,3.6046
3177,315,22,교양,1.0,7.8032
3178,99,0,일반,0.5,5.005
3179,298,0,일반,0.5,5.0017
3180,169,93,일반,0.5,0.353
3181,136,76,교양,1.0,2.4074
3182,135,47,교양,1.0,5.3074
3183,245,76,전공,1.5,3.6061
3184,241,50,전공,1.5,7.5062
3185,283,63,일반,0.5,1.8518
3186,123,14,전공,1.5,12.9122
3187,331,1,전공,1.5,14.8545
3188,298,6,교양,1.0,9.4034
3189,291,17,전공,1.5,12.4552
3190,318,68,전공,1.5,4.8047
3191,315,21,전공,1.5,11.8548
3192,87,14,일반,0.5,4.3057
3193,335,37,전공,1.5,9.4545
3194,140,59,전공,1.5,6.1607
3195,198,26,교양,1.0,7.4051
3196,141,7,일반,0.5,4.6535
3197,162,9,일반,0.5,4.5531
3198,3,26,일반,0.5,3.8661
3199,14,64,전공,1.5,5.5071
3200,282,35,일반,0.5,3.2518
3201,25,97,일반,0.5,0.17
3202,336,41,전공,1.5,8.8545
3203,124,86,일반,0.5,0.704
3204,138,2,전공,1.5,14.7109
3205,157,64,교양,1.0,3.6064
3206,20,38,전공,1.5,9.375
3207,83,91,교양,1.0,0.912
3208,247,31,일반,0.5,3.452
3209,298,44,전공,1.5,8.405
3210,169,29,전공,1.5,10.6589
3211,191,29,교양,1.0,7.1052
3212,199,90,교양,1.0,1.005
3213,233,96,교양,1.0,0.4043
3214,148,64,일반,0.5,1.8034
3215,318,60,전공,1.5,6.0047
3216,45,66,교양,1.0,3.4222
3217,165,6,전공,1.5,14.1091
3218,13,69,전공,1.5,4.7653
3219,25,30,일반,0.5,3.52
3220,137,55,교양,1.0,4.5073
3221,304,8,전공,1.5,13.8049
3222,38,10,전공,1.5,13.5395
3223,55,99,일반,0.5,0.0591
3224,277,44,교양,1.0,5.6036
3225,42,52,교양,1.0,4.8238
3226,334,5,일반,0.5,4.7515
3227,159,99,전공,1.5,0.1594
3228,215,97,전공,1.5,0.457
3229,71,76,교양,1.0,2.4141
3230,100,58,교양,1.0,4.21
3231,25,30,교양,1.0,7.04
3232,159,97,전공,1.5,0.4594
3233,161,30,일반,0.5,3.5031
3234,34,25,일반,0.5,3.7647
3235,130,94,전공,1.5,0.9115
3236,298,34,전공,1.5,9.905
3237,4,45,교양,1.0,5.7494
3238,76,96,전공,1.5,0.6197
3239,223,56,전공,1.5,6.6067
3240,209,18,일반,0.5,4.1024
3241,8,36,교양,1.0,6.5248
3242,213,48,교양,1.0,5.2047
3243,4,7,교양,1.0,9.5494
3244,248,45,교양,1.0,5.504
3245,150,75,교양,1.0,2.5067
3246,129,1,교양,1.0,9.9078
3247,320,17,일반,0.5,4.1516
3248,130,9,교양,1.0,9.1077
3249,113,44,교양,1.0,5.6088
3250,293,15,교양,1.0,8.5034
3251,265,91,전공,1.5,1.3557
3252,148,35,일반,0.5,3.2534
3253,248,40,전공,1.5,9.006
3254,186,24,전공,1.5,11.4081
3255,230,80,교양,1.0,2.0043
3256,223,25,일반,0.5,3.7522
3257,16,56,교양,1.0,4.4625
3258,205,93,전공,1.5,1.0573
3259,47,58,전공,1.5,6.3319
3260,322,33,교양,1.0,6.7031
3261,240,64,전공,1.5,5.4062
3262,219,63,일반,0.5,1.8523
3263,248,54,교양,1.0,4.604
3264,184,84,교양,1.0,1.6054
3265,26,35,교양,1.0,6.5384
3266,83,74,일반,0.5,1.306
3267,43,63,전공,1.5,5.5849
3268,271,72,전공,1.5,4.2055
3269,316,31,교양,1.0,6.9032
3270,38,6,교양,1.0,9.4263
3271,6,56,전공,1.5,6.8496
3272,242,51,전공,1.5,7.3562
3273,93,5,교양,1.0,9.5108
3274,146,63,교양,1.0,3.7068
3275,170,3,교양,1.0,9.7059
3276,137,92,교양,1.0,0.8073
3277,258,99,교양,1.0,0.1039
3278,203,1,일반,0.5,4.9525
3279,142,38,일반,0.5,3.1035
3280,29,14,일반,0.5,4.3172
3281,57,45,교양,1.0,5.5175
3282,91,16,전공,1.5,12.6165
3283,6,22,교양,1.0,7.9664
3284,53,22,일반,0.5,3.9094
3285,140,54,일반,0.5,2.3036
3286,140,32,교양,1.0,6.8071
3287,319,22,전공,1.5,11.7047
3288,82,60,교양,1.0,4.0122
3289,36,68,전공,1.5,4.8417
3290,98,24,전공,1.5,11.4153
3291,325,68,전공,1.5,4.8046
3292,17,56,일반,0.5,2.2294
3293,315,45,일반,0.5,2.7516
3294,70,53,일반,0.5,2.3571
3295,80,81,일반,0.5,0.9562
3296,131,4,일반,0.5,4.8038
3297,132,39,전공,1.5,9.1614
3298,243,74,일반,0.5,1.3021
3299,2,16,교양,1.0,8.8975
3300,95,78,교양,1.0,2.2105
3301,169,16,일반,0.5,4.203
3302,257,43,전공,1.5,8.5558
3303,168,78,교양,1.0,2.206
3304,236,63,교양,1.0,3.7042
3305,143,0,교양,1.0,10.007
3306,64,6,교양,1.0,9.4156
3307,96,46,교양,1.0,5.4104
3308,70,62,교양,1.0,3.8143
3309,317,39,일반,0.5,3.0516
3310,126,19,전공,1.5,12.1619
3311,158,42,교양,1.0,5.8063
3312,315,56,교양,1.0,4.4032
3313,35,15,일반,0.5,4.2643
3314,134,10,전공,1.5,13.5112
3315,225,81,교양,1.0,1.9044
3316,276,10,교양,1.0,9.0036
3317,167,80,교양,1.0,2.006
3318,257,33,교양,1.0,6.7039
3319,141,1,교양,1.0,9.9071
3320,50,36,일반,0.5,3.21
3321,54,74,일반,0.5,1.3093
3322,287,17,교양,1.0,8.3035
3323,232,5,교양,1.0,9.5043
3324,318,25,전공,1.5,11.2547
3325,104,28,교양,1.0,7.2096
3326,162,53,교양,1.0,4.7062
3327,146,49,교양,1.0,5.1068
3328,161,95,전공,1.5,0.7593
3329,331,42,일반,0.5,2.9015
3330,251,83,전공,1.5,2.556
3331,191,68,일반,0.5,1.6026
3332,41,6,교양,1.0,9.4244
3333,94,85,전공,1.5,2.266
3334,267,49,전공,1.5,7.6556
3335,126,43,교양,1.0,5.7079
3336,148,50,전공,1.5,7.5101
3337,15,57,전공,1.5,6.5499
3338,284,98,일반,0.5,0.1018
3339,239,31,일반,0.5,3.4521
3340,96,45,일반,0.5,2.7552
3341,300,41,전공,1.5,8.855
3342,308,91,전공,1.5,1.3549
3343,8,31,전공,1.5,10.5373
3344,95,77,전공,1.5,3.4658
3345,174,44,전공,1.5,8.4086
3346,86,34,교양,1.0,6.6116
3347,41,55,교양,1.0,4.5244
3348,260,24,전공,1.5,11.4058
3349,301,62,일반,0.5,1.9017
3350,71,7,일반,0.5,4.657
3351,147,44,일반,0.5,2.8034
3352,19,36,전공,1.5,9.6789
3353,6,48,일반,0.5,2.6832
3354,242,12,전공,1.5,13.2062
3355,326,99,전공,1.5,0.1546
3356,7,67,교양,1.0,3.4427
3357,208,19,전공,1.5,12.1572
3358,296,9,교양,1.0,9.1034
3359,286,6,전공,1.5,14.1052
3360,142,12,일반,0.5,4.4035
3361,174,20,교양,1.0,8.0057
3362,48,82,전공,1.5,2.7312
3363,227,92,전공,1.5,1.2066
3364,65,77,일반,0.5,1.1577
3365,296,24,일반,0.5,3.8017
3366,262,19,전공,1.5,12.1557
3367,99,49,전공,1.5,7.6651
3368,218,94,교양,1.0,0.6046
3369,286,76,전공,1.5,3.6052
3370,105,40,전공,1.5,9.0143
3371,280,37,교양,1.0,6.3036
3372,191,65,일반,0.5,1.7526
3373,251,69,교양,1.0,3.104
3374,38,41,일반,0.5,2.9632
3375,240,37,일반,0.5,3.1521
3376,58,47,전공,1.5,7.9759
3377,1,90,일반,0.5,0.995
3378,140,11,교양,1.0,8.9071
3379,251,24,일반,0.5,3.802
3380,258,0,일반,0.5,5.0019
3381,63,48,일반,0.5,2.6079
3382,186,37,교양,1.0,6.3054
3383,167,27,전공,1.5,10.959
3384,46,27,일반,0.5,3.6609
3385,74,84,일반,0.5,0.8068
3386,236,38,일반,0.5,3.1021
3387,219,38,전공,1.5,9.3068
3388,181,79,교양,1.0,2.1055
3389,174,63,일반,0.5,1.8529
3390,306,75,교양,1.0,2.5033
3391,296,9,일반,0.5,4.5517
3392,221,39,일반,0.5,3.0523
3393,97,96,전공,1.5,0.6155
3394,23,45,전공,1.5,8.3152
3395,226,33,전공,1.5,10.0566
3396,206,15,전공,1.5,12.7573
3397,156,82,전공,1.5,2.7096
3398,90,64,일반,0.5,1.8056
3399,22,49,일반,0.5,2.5727
3400,283,76,일반,0.5,1.2018
3401,109,1,교양,1.0,9.9092
3402,213,56,교양,1.0,4.4047
3403,26,36,교양,1.0,6.4384
3404,109,8,일반,0.5,4.6046
3405,119,34,일반,0.5,3.3042
3406,136,45,교양,1.0,5.5074
3407,160,89,전공,1.5,1.6594
3408,197,29,전공,1.5,10.6576
3409,273,73,교양,1.0,2.7037
3410,50,19,교양,1.0,8.12
3411,282,6,일반,0.5,4.7018
3412,330,70,전공,1.5,4.5045
3413,82,90,교양,1.0,1.0122
3414,138,81,일반,0.5,0.9536
3415,235,28,교양,1.0,7.2043
3416,151,83,전공,1.5,2.5599
3417,224,26,전공,1.5,11.1067
3418,142,48,전공,1.5,7.8106
3419,186,57,교양,1.0,4.3054
3420,131,62,교양,1.0,3.8076
3421,268,23,교양,1.0,7.7037
3422,143,95,전공,1.5,0.7605
3423,213,46,전공,1.5,8.107
3424,88,12,일반,0.5,4.4057
3425,310,57,일반,0.5,2.1516
3426,275,74,전공,1.5,3.9055
3427,260,30,교양,1.0,7.0038
3428,119,21,전공,1.5,11.8626
3429,168,3,교양,1.0,9.706
3430,300,5,전공,1.5,14.255
3431,28,48,전공,1.5,7.8536
3432,310,40,전공,1.5,9.0048
3433,117,53,일반,0.5,2.3543
3434,254,64,교양,1.0,3.6039
3435,223,32,일반,0.5,3.4022
3436,65,39,전공,1.5,9.1731
3437,233,3,일반,0.5,4.8521
3438,205,64,일반,0.5,1.8024
3439,187,0,전공,1.5,15.008
3440,250,7,교양,1.0,9.304
3441,268,67,교양,1.0,3.3037
3442,154,21,전공,1.5,11.8597
3443,229,9,교양,1.0,9.1044
3444,137,41,전공,1.5,8.8609
3445,128,86,전공,1.5,2.1117
3446,136,55,전공,1.5,6.761
3447,48,48,전공,1.5,7.8312
3448,331,78,교양,1.0,2.203
3449,124,88,교양,1.0,1.2081
3450,262,38,일반,0.5,3.1019
3451,97,24,전공,1.5,11.4155
3452,193,56,전공,1.5,6.6078
3453,275,4,일반,0.5,4.8018
3454,253,36,일반,0.5,3.202
3455,4,45,일반,0.5,2.8747
3456,312,95,전공,1.5,0.7548
3457,259,43,전공,1.5,8.5558
3458,84,47,전공,1.5,7.9679
3459,210,31,전공,1.5,10.3571
3460,55,78,교양,1.0,2.2182
3461,278,6,일반,0.5,4.7018
3462,193,36,전공,1.5,9.6078
3463,91,44,교양,1.0,5.611
3464,172,33,일반,0.5,3.3529
3465,84,84,교양,1.0,1.6119
3466,326,31,일반,0.5,3.4515
3467,263,26,교양,1.0,7.4038
3468,82,61,교양,1.0,3.9122
3469,115,22,전공,1.5,11.713
3470,136,12,교양,1.0,8.8074
3471,142,38,전공,1.5,9.3106
3472,200,9,일반,0.5,4.5525
3473,310,61,전공,1.5,5.8548
3474,25,57,전공,1.5,6.51
3475,16,33,교양,1.0,6.7625
3476,51,97,교양,1.0,0.3196
3477,211,98,일반,0.5,0.1024
3478,201,13,교양,1.0,8.705
3479,22,76,일반,0.5,1.2227
3480,279,87,전공,1.5,1.9554
3481,147,42,일반,0.5,2.9034
3482,45,87,교양,1.0,1.3222
3483,214,26,전공,1.5,11.107
3484,14,28,교양,1.0,7.2714
3485,76,60,전공,1.5,6.0197
3486,91,10,일반,0.5,4.5055
3487,153,6,일반,0.5,4.7033
3488,292,26,일반,0.5,3.7017
3489,264,34,전공,1.5,9.9057
3490,72,95,교양,1.0,0.5139
3491,198,74,전공,1.5,3.9076
3492,109,98,교양,1.0,0.2092
